frame_num,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,action_label
214,0.185487862,-1.282878022,0.931229477,0.117730313,-1.046334213,0.983255327,-0.314613169,-0.943699809,0.99944749,0.29673785,-1.058579965,0.963987912,-0.431198844,-0.544020259,0.999535232,0.353708272,-1.357001307,0.965870582,-0.14253879,-0.452154971,0.998902658,0.163746825,-0.025928391,0.999552228,-0.163746943,0.025928409,0.999881316,0.336892851,0.69032944,0.997417075,-0.274714448,0.733410652,0.999344122,0.39289978,1.371705359,0.964580193,-0.434218776,1.459777501,0.984957984,0,0,0.999552228,-0.098441404,-0.995017028,0.983255327,6
215,0.193487096,-1.277733577,0.920463618,0.116666553,-1.054454571,0.97887346,-0.292381164,-0.937473022,0.999536878,0.295391753,-1.136556214,0.957247462,-0.490694191,-0.532875136,0.999681975,0.386450296,-1.463521284,0.962671621,-0.212858073,-0.375283523,0.999215349,0.154323162,-0.026242322,0.999517007,-0.154323222,0.026242381,0.999898294,0.299601604,0.682842225,0.997047882,-0.289934384,0.716685574,0.999379493,0.375497672,1.350678367,0.959669406,-0.482933185,1.431273499,0.984774845,0,0,0.999517007,-0.087857351,-0.995963816,0.97887346,6
216,0.209222304,-1.282717417,0.912501986,0.123582449,-1.06141126,0.974440365,-0.268437934,-0.932744811,0.999641207,0.292275495,-1.19013453,0.948123562,-0.521328515,-0.521620638,0.999797904,0.396604833,-1.533313185,0.95745105,-0.249577058,-0.32733168,0.999450741,0.148422471,-0.026607138,0.999493759,-0.148422615,0.026607213,0.999914808,0.272641925,0.678624429,0.996871954,-0.303095169,0.709074783,0.999440259,0.358473147,1.347284624,0.958319151,-0.525966434,1.425842098,0.985729551,0,0,0.999493759,-0.072427703,-0.997078049,0.974440365,6
217,0.235207812,-1.289440512,0.914721661,0.135412714,-1.064912175,0.968342718,-0.233813246,-0.931306224,0.999468615,0.282589856,-1.201064798,0.932568741,-0.479313034,-0.517275616,0.999677968,0.412276289,-1.544988946,0.942351816,-0.205915183,-0.320072146,0.999094439,0.143666564,-0.026538606,0.999098835,-0.143666558,0.026538639,0.999835663,0.275833714,0.671767256,0.995877848,-0.307389848,0.700876424,0.999223632,0.339141299,1.352989788,0.955868966,-0.565236161,1.424434805,0.984687812,0,0,0.999098835,-0.049200299,-0.99810922,0.968342718,6
218,0.244913753,-1.319156468,0.911319864,0.11518695,-1.06179519,0.971466603,-0.162405571,-0.936332309,0.999256562,0.28170587,-1.061731005,0.928374887,-0.214324392,-0.500214164,0.999338899,0.409620675,-1.391062324,0.923125696,0.041504741,-0.497264522,0.997606887,0.124887969,-0.023365866,0.998911138,-0.124888086,0.023365896,0.999748964,0.314112381,0.697065325,0.995783856,-0.312935047,0.723601455,0.999031593,0.347330323,1.434147766,0.959651853,-0.637392701,1.476756264,0.984517825,0,0,0.998911138,-0.023609332,-0.999063776,0.971466603,6
219,0.219543948,-1.348821882,0.889505897,0.061246373,-1.046468284,0.958606245,-0.13380035,-0.951431972,0.998724551,0.247487712,-0.913550087,0.867588167,-0.027978346,-0.556276101,0.998628339,0.379377039,-1.207933159,0.846539326,0.201010356,-0.686421124,0.994394127,0.105340226,-0.018844908,0.997842885,-0.105340388,0.018844874,0.999503768,0.329383829,0.691940206,0.994127424,-0.3105062,0.71999754,0.998610718,0.326739772,1.437935033,0.958155994,-0.697989285,1.477037897,0.983629963,0,0,0.997842885,-0.036276946,-0.998950156,0.958606245,6
220,0.203697306,-1.353329751,0.874800595,-0.064269313,-1.036554985,0.961653683,-0.093016669,-0.953777411,0.99913741,0.147716578,-0.797758901,0.778896094,0.062978401,-0.504595658,0.998970609,0.319534945,-1.050179876,0.742451457,0.252941066,-0.729623958,0.99549361,0.03710053,-0.02052327,0.997999034,-0.037100505,0.020523252,0.999632048,0.377047675,0.692766105,0.994874452,0.028155548,0.702611359,0.999024954,0.292102586,1.417454721,0.966845387,-0.40734096,1.409744309,0.988516423,0,0,0.997999034,-0.078642908,-0.995166213,0.961653683,6
221,0.225169613,-1.370428454,0.87749658,-0.108820132,-1.009766353,0.967608042,-0.041585008,-0.982443721,0.999327838,0.031728863,-0.730795282,0.745119278,-0.0091902,-0.487408884,0.999128314,0.308194223,-0.949446714,0.723896632,0.275257599,-0.7263773,0.996424671,-0.016685401,-4.39e-06,0.998057989,0.016685412,4.38e-06,0.999678425,0.388615071,0.640587349,0.99606639,0.379602398,0.453275208,0.999286184,0.198948114,1.427870678,0.976832024,-0.033448003,1.07231092,0.992115816,0,0,0.998057989,-0.075202591,-0.996105062,0.967608042,6
222,0.20297487,-1.380306362,0.835300567,-0.167994879,-1.032907888,0.957160065,-0.108822441,-0.941721433,0.998524799,-0.061023711,-0.653972522,0.739712355,-0.030440704,-0.418805065,0.997678584,0.303212536,-0.801236959,0.714440553,0.32072913,-0.675611636,0.99261949,-0.012502473,-0.034807905,0.995374418,0.01250246,0.03480789,0.998890152,0.317572553,0.629274884,0.990325349,0.265436068,0.669746102,0.997571886,0.187889498,1.405052198,0.948545148,-0.067747337,1.37996111,0.97715546,0,0,0.995374418,-0.138408656,-0.987314674,0.957160065,6
223,0.197215228,-1.376690118,0.783070355,-0.11516634,-1.04232566,0.938242308,-0.127023643,-0.939955723,0.990789868,0.181142779,-0.8421978,0.721701609,-0.073877523,-0.530113785,0.985651167,0.743942254,-1.055020282,0.69542769,0.26016281,-0.70989553,0.972111256,-0.001592606,-0.03680831,0.987872638,0.001592361,0.036808236,0.994618391,0.236341997,0.598837121,0.97815421,0.257628187,0.66557428,0.990498799,0.122400496,1.382961492,0.898547861,-0.028934382,1.428376727,0.935402253,0,0,0.987872638,-0.121094922,-0.991140699,0.938242308,6
