frame_num,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,action_label
66,0.011304719,-1.418162205,0.993927658,0.331671432,-1.010580191,0.999046177,-0.307646971,-0.989271488,0.999133958,0.480659192,-0.551491034,0.994146615,-0.44140214,-0.524050182,0.994185978,0.32717636,-0.221491942,0.987850346,-0.300721282,-0.205261948,0.988222885,0.218763884,-0.005392777,0.999697436,-0.218763713,0.005392749,0.999638262,0.301931748,0.720146973,0.998272593,-0.30422964,0.743926059,0.997929317,0.298758834,1.426643746,0.976892006,-0.308849568,1.44840714,0.974416218,0,0,0.999638262,0.012012202,-0.999925857,0.999046177,1
67,0.010022727,-1.415226562,0.993930176,0.328116089,-1.009505919,0.99902921,-0.311922174,-0.990405013,0.99914498,0.477177055,-0.553503629,0.994071979,-0.446110331,-0.529968881,0.994380831,0.327103884,-0.223361744,0.987782249,-0.309403614,-0.212205428,0.988603508,0.219267068,-0.005131826,0.999688897,-0.219266971,0.005131765,0.999634044,0.303797661,0.722212572,0.998169685,-0.304343187,0.745226218,0.997841538,0.301847167,1.428087739,0.975233398,-0.309709466,1.449561708,0.972842567,0,0,0.999634044,0.00809696,-0.999955475,0.99902921,1
68,0.019631658,-1.406912106,0.994071193,0.314495328,-1.010653204,0.999039211,-0.324311727,-0.989080343,0.999383406,0.46030186,-0.556771587,0.994051106,-0.43945038,-0.521215076,0.996098084,0.259454139,-0.246644253,0.988609965,-0.261922716,-0.225327279,0.991850207,0.218854868,-0.006090458,0.999734545,-0.218854925,0.006090421,0.999724271,0.305717765,0.710501413,0.998211868,-0.293903062,0.736618808,0.998210413,0.300240154,1.400980941,0.973703937,-0.297974371,1.431472013,0.974728204,0,0,0.999703152,-0.004908143,-0.999866766,0.999039211,1
69,0.036009768,-1.398436582,0.994176534,0.300820774,-1.018611531,0.998997526,-0.333527033,-0.980794023,0.999571546,0.463385692,-0.609249552,0.993763931,-0.438600081,-0.516988302,0.997446075,0.263450698,-0.328685464,0.989397195,-0.224467569,-0.26872131,0.994564497,0.216612879,-0.009808176,0.999773117,-0.216612784,0.009808214,0.999799753,0.305777651,0.708749104,0.998229518,-0.275776442,0.741857412,0.998572776,0.308145493,1.401945638,0.971142259,-0.278057673,1.432706282,0.976555886,0,0,0.99975411,-0.016353102,-0.999702789,0.998997526,1
70,0.07696897,-1.373189684,0.991764125,0.268797903,-1.022790243,0.998576367,-0.345394735,-0.974957294,0.99962388,0.440705744,-0.645642772,0.992594742,-0.368140905,-0.507196215,0.99818859,0.152538371,-0.483641027,0.989004244,-0.071709011,-0.342068131,0.996116322,0.212733461,-0.013184449,0.999741415,-0.212733414,0.013184516,0.999814112,0.31672192,0.718658958,0.997758724,-0.255951421,0.759762861,0.998502487,0.324453011,1.415079922,0.962159159,-0.25623428,1.465639458,0.971681956,0,0,0.999730926,-0.038298344,-0.998873791,0.998576367,1
71,0.108110055,-1.349223261,0.986998578,0.238472829,-1.02048716,0.997576865,-0.340837105,-0.976316501,0.999680296,0.365797497,-0.678730986,0.989079266,-0.301056294,-0.523024405,0.99886093,0.057881457,-0.64546846,0.986277558,0.060996485,-0.392391668,0.99746336,0.206473661,-0.01441662,0.999715628,-0.20647365,0.01441666,0.999846586,0.322533138,0.727518046,0.997537689,-0.248885853,0.774024876,0.998712918,0.345335698,1.414449214,0.959940516,-0.239468089,1.495405774,0.973798552,0,0,0.999711347,-0.051182027,-0.998401824,0.997576865,1
72,0.143281438,-1.320713359,0.981891343,0.19707481,-1.02341208,0.99298495,-0.316739873,-0.972746717,0.999729467,0.269165341,-0.763015836,0.963547435,-0.194605628,-0.560969617,0.999381816,0.050776255,-0.776658828,0.962400373,0.203419338,-0.457941096,0.998379199,0.193174978,-0.015556515,0.999598594,-0.193174846,0.015556553,0.99987606,0.333003445,0.720668137,0.997709144,-0.254842748,0.758233733,0.999131996,0.36806161,1.417814503,0.969632338,-0.244308264,1.481916718,0.982642377,0,0,0.999598594,-0.059832529,-0.998079397,0.99298495,1
73,0.160944222,-1.306113342,0.96879188,0.170740753,-1.014990947,0.979594912,-0.294342476,-0.981093654,0.999385317,0.261270095,-0.739079794,0.889643456,-0.124386491,-0.597202402,0.998995784,0.186612136,-0.717704514,0.894490705,0.289943838,-0.523750094,0.997168611,0.180194837,-0.014360384,0.99903299,-0.180194749,0.014360413,0.999782405,0.346433053,0.721598155,0.997198699,-0.241790978,0.758063027,0.999193148,0.398039044,1.418760621,0.974408032,-0.238834615,1.476426245,0.986861527,0,0,0.99903299,-0.061800918,-0.998042318,0.979594912,1
74,0.175240947,-1.317477721,0.928555798,0.151891994,-1.019961564,0.977715153,-0.29394709,-0.974937394,0.998902027,0.253678667,-0.738909664,0.910914016,-0.135755664,-0.539908323,0.998657426,0.117222103,-0.826690235,0.912582938,0.291301165,-0.52469728,0.996705771,0.173973997,-0.015745924,0.99906771,-0.173974084,0.015746001,0.999744623,0.337952717,0.736660335,0.997353436,-0.23097061,0.771003684,0.999172245,0.404862872,1.441574321,0.977116848,-0.237881027,1.503715265,0.988169391,0,0,0.99906771,-0.071027571,-0.997449486,0.977715153,1
75,0.193849311,-1.335011754,0.909553041,0.114338782,-1.008023327,0.966480649,-0.286802418,-0.984172268,0.999063173,0.189120784,-0.679536111,0.871943421,-0.257338671,-0.517768656,0.998962384,0.208044519,-0.757875077,0.884011136,0.182464051,-0.469698879,0.997253311,0.156806151,-0.01452328,0.998825114,-0.156806312,0.014523312,0.999756021,0.315079524,0.730336396,0.997319654,-0.234209268,0.756081867,0.999366862,0.39710257,1.438337247,0.981357832,-0.287526029,1.494160074,0.992141809,0,0,0.998825114,-0.086231778,-0.996097784,0.966480649,1
