frame_num,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,action_label
289,0.0,0.0,0.0,-0.3570199709336717,-0.9853683086188596,0.9865278788726696,0.2913726049200716,-1.0134443455539848,0.9252944005666858,-0.4721402344330683,-0.546826961523985,0.9270892613125544,-4.704600276595795,-2.469023813502956,0.4707193233235909,-0.4300829717189781,-0.237159809527385,0.6748064029825865,-0.0,0.0,0.0,-0.2277228148405609,0.0189904754744614,0.9986447635358268,0.2277229733357681,-0.0189903622085343,0.9963643281129154,-0.216729435704941,0.7292055681309474,0.9992752397147407,0.1508087256058035,0.5954352689330913,0.9979867073741272,-0.1950105812497797,1.4855095801783171,0.9982006410612676,0.1011112533717435,1.2401839639981267,0.9966654725318408,0.0,0.0,0.9963643281129154,-0.0328236415620187,-0.9994062657542968,0.9252944005666858,9
290,0.0,0.0,0.0,-0.352015368070687,-0.9873735114204272,0.987498404770872,0.294610685452287,-1.0117603164564857,0.9267736177374848,-0.4717574253403753,-0.5567305652466861,0.9350895620610592,-2.5229554279334554,-1.628237843858072,0.482404732138571,-0.4340666496725254,-0.242343642664925,0.7005552227479698,-0.0,0.0,0.0,-0.2267930862850178,0.0183436046222171,0.9987417837999162,0.2267933424061742,-0.0183434663970752,0.9965052617727403,-0.2141090976664271,0.7254820712885387,0.9992937523953236,0.1512219639017016,0.592602077551037,0.9979712354005688,-0.1942815795670223,1.4817217406858845,0.9981668595850032,0.1015116232372721,1.2340720023963037,0.9965173893601356,0.0,0.0,0.9965052617727403,-0.0287023137422112,-0.9995668410665558,0.9267736177374848,9
291,0.0,0.0,0.0,-0.3516353203661413,-0.9874070129491884,0.987652000284543,0.2959432874239665,-1.0118033308376029,0.9278707869731596,-0.4715857628214721,-0.5545751338703255,0.9361794760627468,-3.6111081576710142,-2.054682493747857,0.4864740587063949,-0.4323209551975672,-0.2426234873022734,0.70295150306103,-0.0,0.0,0.0,-0.2270793971983035,0.0182038870595048,0.998746159737998,0.2270796734366773,-0.0182037300389068,0.9965145496556358,-0.2161132388021689,0.7242137071711118,0.999281446864135,0.1497154128730785,0.5926646231410706,0.997938467638336,-0.1932932546431162,1.478514968565322,0.9981170370630974,0.1002067244435932,1.2334897929727178,0.996428511873649,0.0,0.0,0.9965145496556358,-0.0278460102181302,-0.999605131042579,0.9278707869731596,9
292,0.0,0.0,0.0,-0.3510091537641838,-0.9865333008778752,0.987513880660064,0.2970246281765414,-1.0127335801428148,0.9286812387243676,-0.4696769155370394,-0.551156444804609,0.9345338918866902,-3.97081523193843,-2.1979713469230444,0.4867855151639367,-0.4326730789793319,-0.2416911278948598,0.6970305564629771,-0.0,0.0,0.0,-0.2272456245226675,0.0184913585140586,0.9987168986431874,0.227245637087488,-0.0184912617704352,0.9964784666569564,-0.215972469510514,0.7228818477392277,0.999264319882776,0.1504890638321331,0.5912989978695292,0.9979165409603258,-0.1909415483469404,1.4755968229208714,0.9980866917728508,0.1002034680958513,1.2327844672452115,0.9964053374137322,0.0,0.0,0.9964784666569564,-0.0269923343892581,-0.9996334109682744,0.9286812387243676,9
293,0.0,0.0,0.0,-0.3488802247961364,-0.9860125608271376,0.987454780261882,0.2970178167497398,-1.013313457084751,0.9288288085130012,-0.4657446928317557,-0.5508565881687775,0.9346594753926688,-4.144990800476063,-2.2682258797608923,0.4892220588496132,-0.4337835583478379,-0.2412813022135997,0.698759125532025,-0.0,0.0,0.0,-0.2264320946781812,0.0188086361635199,0.9987131465960594,0.2264322877097472,-0.0188085771416504,0.9964784066172412,-0.2156805942703208,0.7210907292486052,0.9992581223049304,0.1503307181855831,0.5883256828607439,0.9979063054940996,-0.188683426301377,1.4714233146438964,0.998066572812352,0.1000508120671903,1.2281510164226517,0.9963777530802428,0.0,0.0,0.9964784066172412,-0.0259312266006194,-0.99966299199817,0.9288288085130012,9
294,0.0,0.0,0.0,-0.3478714194876232,-0.985133031116732,0.9870783925926598,0.2969125277227533,-1.014216372017709,0.928152156137202,-0.4628044137881161,-0.5470149256236468,0.9321436220712036,-4.251582936133953,-2.310681492544932,0.4860166100254894,-0.4328142366640413,-0.2383255511341161,0.6914487502870769,-0.0,0.0,0.0,-0.2260274630159233,0.0191487953869125,0.9986706497895456,0.2260274052921843,-0.0191486862802612,0.9964027896414708,-0.2154782853407836,0.7210752756786957,0.999240849574987,0.1503950844401758,0.5877438616779098,0.997881007020491,-0.1871140131655503,1.4699312802162348,0.9980445504188536,0.1003506365644015,1.227844679490563,0.9963658047418524,0.0,0.0,0.9964027896414708,-0.0254794709957963,-0.9996746564287654,0.928152156137202,9
295,0.0,0.0,0.0,-0.3488626316006069,-0.9841406094612516,0.986923279118364,0.295897427418467,-1.0151564323045306,0.9280231273087272,-0.461206387355482,-0.541096105823104,0.9309428290729104,-4.690582856499485,-2.481264303448929,0.4846232324621102,-0.4324993857312611,-0.2329434852345568,0.68756979486368,-0.0,0.0,0.0,-0.22609707900238,0.0194156807077925,0.9986547022840404,0.2260970463506589,-0.0194156280347152,0.9963798040021076,-0.216370617990792,0.7221869894799388,0.9992364157725424,0.1502308460926971,0.5889840672887559,0.9978806933347326,-0.1873112702384149,1.4698869361313192,0.9980456328740084,0.0997961746232228,1.2302202335872272,0.9963836239202178,0.0,0.0,0.9963798040021076,-0.0264826962607258,-0.9996485020782488,0.9280231273087272,9
296,0.0,0.0,0.0,-0.3483875497039529,-0.9849431315171214,0.9874283049228416,0.2960326776014276,-1.0143707459649332,0.9303441904757144,-0.4603976002806992,-0.5421511448079603,0.934601935592011,-2.511204763127349,-1.6314149769278,0.4980144093941598,-0.4324492461524818,-0.2339425434496896,0.7004309696872739,-0.0,0.0,0.0,-0.2259937877154382,0.0191893636735411,0.998714062419251,0.2259935942226217,-0.0191892632041608,0.9965220433082024,-0.2163681812558436,0.7225758180630306,0.9992509714878388,0.1497989268015748,0.5897106647163289,0.9979127101654554,-0.1877989381300036,1.4709565668597588,0.998033564456188,0.1002225802309402,1.23061510747606,0.9963489270558322,0.0,0.0,0.9965220433082024,-0.0261774887865969,-0.9996568885063372,0.9303441904757144,9
297,0.0,0.0,0.0,-0.3471780524003242,-0.9854705529357712,0.9876731603685088,0.2970637653762705,-1.0138997609920253,0.931466353200648,-0.4580566151376163,-0.5432556781854893,0.9364013088880664,-1.4201584059047192,-1.2076776147120991,0.504551214023228,-0.4311392935597065,-0.2339151988860242,0.7068208690977446,-0.0,0.0,0.0,-0.2259783767534428,0.0191323114203606,0.998738460297132,0.2259782938132166,-0.0191322549174564,0.996578354470051,-0.2161237751597523,0.7227289376871903,0.9992530067471692,0.1499913706914524,0.589713775933566,0.9979141833138292,-0.1877132465217366,1.4715706903434935,0.99801120488313,0.1016203595614462,1.2301037098563192,0.9963012420348007,0.0,0.0,0.996578354470051,-0.0250571686235717,-0.9996851287124464,0.931466353200648,9
298,0.0,0.0,0.0,-0.3453580425480658,-0.985725187975025,0.9881783484542456,0.2980052794899636,-1.013709931650069,0.9312744406017944,-0.458127096129032,-0.5436389661638827,0.9400719204088196,-0.6966172020962,-0.9241082886109826,0.5046246632607314,-0.430955409889059,-0.2342999830031878,0.7188425390389714,-0.0,0.0,0.0,-0.2258347220085896,0.0191244292413677,0.9987864381205426,0.2258344911711113,-0.01912446430833,0.9966301770105848,-0.2173326451726694,0.7223456691066765,0.9992716590853504,0.1485897669789747,0.589924315830373,0.9979197339419902,-0.1889923806494547,1.4718955074773066,0.9980227934182996,0.1015518047143006,1.2300033855305743,0.9962658442720008,0.0,0.0,0.9966301770105848,-0.0236764003627097,-0.9997175773460282,0.9312744406017944,9
299,0.0,0.0,0.0,-0.3433313525899035,-0.9858063938410868,0.988637741464768,0.3006349118863683,-1.013726028378443,0.9320940614616784,-0.4589041766215049,-0.5403774390440178,0.9434515037675844,-0.1481857399527452,-0.7082667305620081,0.510966468031389,-0.4307743204571595,-0.2293829874698268,0.7308600557981617,-0.0,0.0,0.0,-0.2260288211095755,0.0191126860068692,0.9988337032986384,0.2260285572092314,-0.0191126292995479,0.9967097370293888,-0.2180262645933288,0.7237466424778752,0.9992859628948852,0.1483564296104439,0.5917739485707875,0.997931098415904,-0.1898486966400798,1.474786571233195,0.998017607814204,0.1016224069312236,1.2326726401257713,0.9962171102962354,0.0,0.0,0.9967097370293888,-0.0213482354186945,-0.9997662582357196,0.9320940614616784,9
300,0.0,0.0,0.0,-0.3412993630915052,-0.9859435974850614,0.9888529638304326,0.3018063468779633,-1.0136579308027436,0.932468138472007,-0.4584134852976341,-0.5388428834042428,0.9451067473766578,0.2893905435346187,-0.5360825201255188,0.5141354385953749,-0.4300995750326426,-0.2277277445299356,0.7369778726222742,-0.0,0.0,0.0,-0.2257648757575868,0.0191286962459161,0.9988510708739288,0.2257647199574609,-0.0191286685077536,0.9967337598765852,-0.2189726780375856,0.7233235714394727,0.9992878902567564,0.1473442097425119,0.5916391480773572,0.9979234555341902,-0.1903531986555466,1.4751657843747392,0.9979983659556312,0.1018359506662764,1.2329298693748614,0.9961643214643436,0.0,0.0,0.9967337598765852,-0.0197465081067709,-0.9998007880146292,0.932468138472007,9
