frame_num,kp0_x,kp0_y,kp0_conf,kp1_x,kp1_y,kp1_conf,kp2_x,kp2_y,kp2_conf,kp3_x,kp3_y,kp3_conf,kp4_x,kp4_y,kp4_conf,kp5_x,kp5_y,kp5_conf,kp6_x,kp6_y,kp6_conf,kp7_x,kp7_y,kp7_conf,kp8_x,kp8_y,kp8_conf,kp9_x,kp9_y,kp9_conf,kp10_x,kp10_y,kp10_conf,kp11_x,kp11_y,kp11_conf,kp12_x,kp12_y,kp12_conf,kp13_x,kp13_y,kp13_conf,kp14_x,kp14_y,kp14_conf,action_label
137,-0.072270321,-1.379870416,0.990892096,0.341086335,-0.997653251,0.998799312,-0.278541148,-1.001236772,0.99066096,0.431462609,-0.550562901,0.992620035,-0.335909534,-0.598789616,0.881462169,0.509698926,-0.333704563,0.978696932,-0.132570478,-0.679566304,0.844892743,0.213440716,0.009129675,0.999485414,-0.21344066,-0.009129698,0.998467082,0.254761378,0.72513677,0.999134918,-0.315605972,0.637831216,0.997649907,0.197098723,1.47292941,0.994183423,-0.249593351,1.228839573,0.989411408,0,0,0.998467082,0.031272657,-0.999445023,0.99066096,5
138,-0.120786132,-1.374844149,0.980615392,0.377668277,-0.994026976,0.998833333,-0.28259144,-1.003277471,0.99236444,0.527098021,-0.612773999,0.994478132,-0.501005688,-0.642116618,0.919104289,0.648756373,-0.499637405,0.984604032,-0.390112301,-0.700393945,0.891404453,0.219863855,0.013594669,0.999665066,-0.219863817,-0.013594687,0.999026521,0.246375605,0.752196552,0.99943349,-0.352212781,0.645709616,0.998480193,0.214775918,1.506741321,0.995894427,-0.250498214,1.266627906,0.992655132,0,0,0.999026521,0.047538438,-0.998652232,0.99236444,5
139,-0.156107302,-1.36245243,0.965466657,0.393528068,-0.980962556,0.998620121,-0.260298765,-1.013847999,0.991287362,0.624988034,-0.633313693,0.995098946,-0.560113211,-0.694586765,0.924492612,0.762341704,-0.636960215,0.986683314,-0.633295403,-0.700855089,0.899062577,0.213477777,0.021719417,0.999749834,-0.213477899,-0.02171943,0.999252122,0.225417336,0.774494645,0.999577622,-0.368565867,0.655593471,0.998820048,0.223255814,1.523603055,0.99663002,-0.279214948,1.322688679,0.993942259,0,0,0.999252122,0.066614674,-0.997405284,0.991287362,5
140,-0.197227264,-1.356436845,0.953409183,0.393889771,-0.977739153,0.998447931,-0.260788853,-1.017492841,0.990708749,0.706638398,-0.674363221,0.995794187,-0.641787674,-0.748519575,0.930598945,0.777180399,-0.801700313,0.988895527,-0.869788015,-0.727930659,0.908099409,0.210644652,0.023439788,0.999813045,-0.210644689,-0.02343985,0.999410478,0.222464058,0.771864681,0.999688426,-0.388632122,0.672650854,0.999063069,0.24124566,1.511690576,0.997106087,-0.340376431,1.391848497,0.994737784,0,0,0.999410478,0.066550476,-0.997615981,0.990708749,5
141,-0.207735716,-1.348989234,0.937988721,0.372187874,-0.972487643,0.998271061,-0.244111159,-1.023221488,0.991500255,0.693115418,-0.690804372,0.996258381,-0.646890594,-0.783866663,0.94662045,0.677932826,-0.915779532,0.990786329,-0.937083489,-0.75704886,0.929344148,0.199005784,0.026458147,0.999867764,-0.199005826,-0.026458239,0.999599758,0.216607715,0.779979999,0.999743782,-0.381073948,0.679248094,0.999287231,0.257131545,1.51463848,0.997134565,-0.371295802,1.428271629,0.99518515,0,0,0.999599758,0.064038432,-0.997854573,0.991500255,5
142,-0.216428233,-1.356312968,0.914514441,0.3216211,-0.980734328,0.996341409,-0.198305639,-1.015313439,0.986640738,0.483189068,-0.625245683,0.99211321,-0.521342549,-0.724312459,0.937295214,0.291637237,-0.789370157,0.981364957,-0.820164888,-0.750480124,0.911241691,0.179468459,0.022587423,0.999725735,-0.179468491,-0.022587414,0.999411641,0.213452092,0.762654513,0.999602538,-0.371709611,0.685350694,0.999125459,0.263631219,1.505886058,0.996635792,-0.384742523,1.439084171,0.994888196,0,0,0.999411641,0.061657761,-0.998023886,0.986640738,5
143,-0.21348037,-1.353991441,0.896795486,0.240217513,-0.982045435,0.996623869,-0.100453745,-1.01289725,0.974124548,0.175556477,-0.58812565,0.993565446,-0.418465162,-0.67686012,0.857855894,-0.05207647,-0.83678106,0.982469003,-0.706649146,-0.781107423,0.824712664,0.129369192,0.018244273,0.999657998,-0.129369218,-0.01824434,0.998835602,0.182511427,0.769191618,0.999589253,-0.337026642,0.712111779,0.998659341,0.286827279,1.517850916,0.996678861,-0.388996254,1.465784995,0.993722826,0,0,0.998835602,0.069881905,-0.997471359,0.974124548,5
144,-0.239945945,-1.352849159,0.89372314,0.101209206,-0.986161392,0.997305625,0.03475862,-1.009136556,0.982085144,-0.13622916,-0.597182393,0.993989252,-0.072662887,-0.627362807,0.885669951,-0.42683659,-0.835169379,0.982154434,-0.308955464,-0.585899611,0.834417543,0.055486228,0.017236332,0.999698016,-0.055486228,-0.017236431,0.999052459,0.135189975,0.758756506,0.999451895,-0.315956085,0.701097097,0.998338712,0.31819684,1.490197055,0.994191839,-0.397555565,1.454355381,0.98958303,0,0,0.999052459,0.067983928,-0.997648968,0.982085144,5
145,-0.262191641,-1.359646443,0.890768178,0.018763889,-0.983494836,0.997703574,0.10741587,-1.012445277,0.983959913,-0.348304857,-0.594358691,0.99441777,0.120150283,-0.600660865,0.875909486,-0.668518518,-0.831169235,0.981451528,-0.075586536,-0.505423213,0.805741008,0.014171066,0.018855665,0.999719935,-0.014171066,-0.018855713,0.999091741,0.114038582,0.765286714,0.999517889,-0.299725934,0.698969234,0.998455577,0.333142374,1.498462175,0.995071971,-0.393581139,1.458746391,0.990808816,0,0,0.999091741,0.063089892,-0.997970072,0.983959913,5
146,-0.294556536,-1.359203553,0.893660755,-0.05872193,-0.983021618,0.998059368,0.152100465,-1.014336692,0.986149903,-0.494470299,-0.58927627,0.994697293,0.262812714,-0.576510463,0.878665654,-0.836188878,-0.812412147,0.980878257,0.074661877,-0.429771261,0.797903924,-0.020596042,0.020041146,0.99973457,0.020595922,-0.02004117,0.999143004,0.082981386,0.752078902,0.999545249,-0.281939608,0.678989654,0.998536543,0.332712755,1.481028501,0.995400818,-0.377562088,1.438465875,0.991375956,0,0,0.999143004,0.046689268,-0.998679161,0.986149903,5
